epoca1,0.4450240731239319
epoca2,0.5429373979568481
epoca3,0.6396468877792358
epoca4,0.6725521683692932
epoca5,0.711476743221283
epoca6,0.7098715901374817
epoca7,0.7463884353637695
epoca8,0.7540128231048584
epoca9,0.778892457485199
epoca10,0.7945425510406494
epoca11,0.8065810799598694
epoca12,0.8366773724555969
epoca13,0.8575441241264343
epoca14,0.8382825255393982
epoca15,0.8784109354019165
epoca16,0.8760032057762146
epoca17,0.898876428604126
epoca18,0.9056982398033142
epoca19,0.9177367687225342
epoca20,0.9169341921806335
epoca21,0.9285714030265808
epoca22,0.937800943851471
epoca23,0.9530497789382935
epoca24,0.949438214302063
epoca25,0.9578651785850525
epoca26,0.9646869897842407
epoca27,0.9630818367004395
epoca28,0.9682985544204712
epoca29,0.971107542514801
epoca30,0.9666934013366699
epoca31,0.9707062840461731
epoca32,0.9747191071510315
epoca33,0.9819422364234924
epoca34,0.978330671787262
epoca35,0.9799357652664185
epoca36,0.9791332483291626
epoca37,0.9795345067977905
epoca38,0.9691011309623718
epoca39,0.9839486479759216
epoca40,0.98796147108078
epoca41,0.9815409183502197
epoca42,0.9823434948921204
epoca43,0.9823434948921204
epoca44,0.98796147108078
epoca45,0.983146071434021
epoca46,0.9819422364234924
epoca47,0.9855538010597229
epoca48,0.9907704591751099
epoca49,0.9847512245178223
epoca50,0.9855538010597229
epoca51,0.9867576360702515
epoca52,0.9855538010597229
epoca53,0.9771267771720886
epoca54,0.9903692007064819
epoca55,0.9863563179969788
epoca56,0.9851524829864502
epoca57,0.9859550595283508
epoca58,0.9863563179969788
epoca59,0.9847512245178223
epoca60,0.9923756122589111
epoca61,0.9827448129653931
epoca62,0.9887640476226807
epoca63,0.9867576360702515
epoca64,0.9899678826332092
epoca65,0.9855538010597229
epoca66,0.9859550595283508
epoca67,0.9887640476226807
epoca68,0.9911717772483826
epoca69,0.9839486479759216
epoca70,0.9891653060913086
epoca71,0.9875602126121521
epoca72,0.9867576360702515
epoca73,0.9847512245178223
epoca74,0.9907704591751099
epoca75,0.9859550595283508
epoca76,0.9907704591751099
epoca77,0.9871588945388794
epoca78,0.9843499064445496
epoca79,0.9887640476226807
epoca80,0.9931781888008118
epoca81,0.9891653060913086
epoca82,0.9855538010597229
epoca83,0.9895666241645813
epoca84,0.9871588945388794
epoca85,0.9911717772483826
epoca86,0.9891653060913086
epoca87,0.9859550595283508
epoca88,0.9895666241645813
epoca89,0.9867576360702515
epoca90,0.9863563179969788
epoca91,0.9891653060913086
epoca92,0.9943820238113403
epoca93,0.9939807653427124
epoca94,0.9815409183502197
epoca95,0.9895666241645813
epoca96,0.9883627891540527
epoca97,0.9895666241645813
epoca98,0.9887640476226807
epoca99,0.9899678826332092
epoca100,0.9903692007064819
